,Unnamed: 0,scenario,run,acc,f1_score,auroc
11,11,"[3]_to_[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,tensor(0.7207),tensor(0.6164),tensor(0.8882)
12,12,"[4]_to_[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0,tensor(0.6934),tensor(0.6190),tensor(0.8918)
13,13,"[4]_to_[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1,tensor(0.6749),tensor(0.5765),tensor(0.8641)
14,14,"[4]_to_[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,tensor(0.6947),tensor(0.5959),tensor(0.8762)
15,15,"[5]_to_[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0,tensor(0.6722),tensor(0.6013),tensor(0.9052)
16,16,"[5]_to_[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1,tensor(0.6853),tensor(0.5866),tensor(0.8895)
17,17,"[5]_to_[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,tensor(0.6650),tensor(0.6009),tensor(0.9030)
18,18,"[6]_to_[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0,tensor(0.7095),tensor(0.6268),tensor(0.8950)
19,19,"[6]_to_[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1,tensor(0.7003),tensor(0.6110),tensor(0.9013)
20,20,"[6]_to_[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,tensor(0.7078),tensor(0.6336),tensor(0.9025)
